trial_id,task,arm,demonstration,scenario,magnitude,skill_index,anchor_local_index,ticks,baseline_mae,proposed_mae,mae_improvement,baseline_exact_rate,proposed_exact_rate,baseline_final_error,proposed_final_error,proposed_no_plausible_cycles,proposed_wins
progress:place_cups:d1:normal:m0,place_cups,single,1,normal,0,3,29,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:place_cups:d1:stutter:m3,place_cups,single,1,stutter,3,3,29,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:place_cups:d1:stutter:m6,place_cups,single,1,stutter,6,3,29,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:place_cups:d1:skip:m2,place_cups,single,1,skip,2,3,29,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:place_cups:d1:skip:m4,place_cups,single,1,skip,4,3,29,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:place_cups:d2:normal:m0,place_cups,single,2,normal,0,3,29,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:place_cups:d2:stutter:m3,place_cups,single,2,stutter,3,3,29,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:place_cups:d2:stutter:m6,place_cups,single,2,stutter,6,3,29,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:place_cups:d2:skip:m2,place_cups,single,2,skip,2,3,29,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:place_cups:d2:skip:m4,place_cups,single,2,skip,4,3,29,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:place_cups:d3:normal:m0,place_cups,single,3,normal,0,3,29,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:place_cups:d3:stutter:m3,place_cups,single,3,stutter,3,3,29,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:place_cups:d3:stutter:m6,place_cups,single,3,stutter,6,3,29,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:place_cups:d3:skip:m2,place_cups,single,3,skip,2,3,29,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:place_cups:d3:skip:m4,place_cups,single,3,skip,4,3,29,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:place_cups:d4:normal:m0,place_cups,single,4,normal,0,3,29,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:place_cups:d4:stutter:m3,place_cups,single,4,stutter,3,3,29,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:place_cups:d4:stutter:m6,place_cups,single,4,stutter,6,3,29,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:place_cups:d4:skip:m2,place_cups,single,4,skip,2,3,29,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:place_cups:d4:skip:m4,place_cups,single,4,skip,4,3,29,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:open_microwave:d0:normal:m0,open_microwave,single,0,normal,0,0,45,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:open_microwave:d0:stutter:m3,open_microwave,single,0,stutter,3,0,45,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:open_microwave:d0:stutter:m6,open_microwave,single,0,stutter,6,0,45,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:open_microwave:d0:skip:m2,open_microwave,single,0,skip,2,0,45,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:open_microwave:d0:skip:m4,open_microwave,single,0,skip,4,0,45,23,2.608695652173913,0.13043478260869565,2.4782608695652173,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:open_microwave:d1:normal:m0,open_microwave,single,1,normal,0,0,45,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:open_microwave:d1:stutter:m3,open_microwave,single,1,stutter,3,0,45,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:open_microwave:d1:stutter:m6,open_microwave,single,1,stutter,6,0,45,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:open_microwave:d1:skip:m2,open_microwave,single,1,skip,2,0,45,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:open_microwave:d1:skip:m4,open_microwave,single,1,skip,4,0,45,23,2.608695652173913,0.13043478260869565,2.4782608695652173,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:open_microwave:d2:normal:m0,open_microwave,single,2,normal,0,0,45,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:open_microwave:d2:stutter:m3,open_microwave,single,2,stutter,3,0,45,30,2.1,0.06666666666666667,2.033333333333333,0.26666666666666666,0.9333333333333333,3.0,0.0,0,1
progress:open_microwave:d2:stutter:m6,open_microwave,single,2,stutter,6,0,45,33,4.090909090909091,0.15151515151515152,3.9393939393939394,0.24242424242424243,0.8484848484848485,6.0,0.0,0,1
progress:open_microwave:d2:skip:m2,open_microwave,single,2,skip,2,0,45,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:open_microwave:d2:skip:m4,open_microwave,single,2,skip,4,0,45,23,2.608695652173913,0.13043478260869565,2.4782608695652173,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:open_microwave:d3:normal:m0,open_microwave,single,3,normal,0,0,45,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:open_microwave:d3:stutter:m3,open_microwave,single,3,stutter,3,0,45,30,2.1,0.0,2.1,0.26666666666666666,1.0,3.0,0.0,0,1
progress:open_microwave:d3:stutter:m6,open_microwave,single,3,stutter,6,0,45,33,4.090909090909091,0.0,4.090909090909091,0.24242424242424243,1.0,6.0,0.0,0,1
progress:open_microwave:d3:skip:m2,open_microwave,single,3,skip,2,0,45,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:open_microwave:d3:skip:m4,open_microwave,single,3,skip,4,0,45,23,2.608695652173913,0.13043478260869565,2.4782608695652173,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:open_microwave:d4:normal:m0,open_microwave,single,4,normal,0,0,45,27,0.0,0.2962962962962963,-0.2962962962962963,1.0,0.7037037037037037,0.0,0.0,0,0
progress:open_microwave:d4:stutter:m3,open_microwave,single,4,stutter,3,0,45,30,2.1,0.4,1.7000000000000002,0.26666666666666666,0.6,3.0,0.0,0,1
progress:open_microwave:d4:stutter:m6,open_microwave,single,4,stutter,6,0,45,33,4.090909090909091,0.45454545454545453,3.6363636363636362,0.24242424242424243,0.5454545454545454,6.0,0.0,0,1
progress:open_microwave:d4:skip:m2,open_microwave,single,4,skip,2,0,45,25,1.36,0.36,1.0,0.32,0.64,2.0,0.0,0,1
progress:open_microwave:d4:skip:m4,open_microwave,single,4,skip,4,0,45,23,2.608695652173913,0.4782608695652174,2.130434782608696,0.34782608695652173,0.6521739130434783,4.0,0.0,1,1
progress:wipe_desk:d0:normal:m0,wipe_desk,single,0,normal,0,2,66,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:wipe_desk:d0:stutter:m3,wipe_desk,single,0,stutter,3,2,66,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:wipe_desk:d0:stutter:m6,wipe_desk,single,0,stutter,6,2,66,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:wipe_desk:d0:skip:m2,wipe_desk,single,0,skip,2,2,66,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:wipe_desk:d0:skip:m4,wipe_desk,single,0,skip,4,2,66,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:wipe_desk:d1:normal:m0,wipe_desk,single,1,normal,0,2,66,27,0.0,0.1111111111111111,-0.1111111111111111,1.0,0.8888888888888888,0.0,0.0,0,0
progress:wipe_desk:d1:stutter:m3,wipe_desk,single,1,stutter,3,2,66,30,2.1,0.2,1.9000000000000001,0.26666666666666666,0.8,3.0,0.0,0,1
progress:wipe_desk:d1:stutter:m6,wipe_desk,single,1,stutter,6,2,66,33,4.090909090909091,0.2727272727272727,3.8181818181818183,0.24242424242424243,0.7272727272727273,6.0,0.0,0,1
progress:wipe_desk:d1:skip:m2,wipe_desk,single,1,skip,2,2,66,25,1.36,0.2,1.1600000000000001,0.32,0.84,2.0,0.0,0,1
progress:wipe_desk:d1:skip:m4,wipe_desk,single,1,skip,4,2,66,23,2.608695652173913,0.2608695652173913,2.347826086956522,0.34782608695652173,0.8695652173913043,4.0,0.0,0,1
progress:wipe_desk:d2:normal:m0,wipe_desk,single,2,normal,0,2,66,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:wipe_desk:d2:stutter:m3,wipe_desk,single,2,stutter,3,2,66,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:wipe_desk:d2:stutter:m6,wipe_desk,single,2,stutter,6,2,66,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:wipe_desk:d2:skip:m2,wipe_desk,single,2,skip,2,2,66,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:wipe_desk:d2:skip:m4,wipe_desk,single,2,skip,4,2,66,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:wipe_desk:d3:normal:m0,wipe_desk,single,3,normal,0,2,66,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:wipe_desk:d3:stutter:m3,wipe_desk,single,3,stutter,3,2,66,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:wipe_desk:d3:stutter:m6,wipe_desk,single,3,stutter,6,2,66,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:wipe_desk:d3:skip:m2,wipe_desk,single,3,skip,2,2,66,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:wipe_desk:d3:skip:m4,wipe_desk,single,3,skip,4,2,66,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:wipe_desk:d4:normal:m0,wipe_desk,single,4,normal,0,2,66,27,0.0,0.18518518518518517,-0.18518518518518517,1.0,0.8148148148148148,0.0,0.0,0,0
progress:wipe_desk:d4:stutter:m3,wipe_desk,single,4,stutter,3,2,66,30,2.1,0.26666666666666666,1.8333333333333335,0.26666666666666666,0.7333333333333333,3.0,0.0,0,1
progress:wipe_desk:d4:stutter:m6,wipe_desk,single,4,stutter,6,2,66,33,4.090909090909091,0.3333333333333333,3.7575757575757573,0.24242424242424243,0.6666666666666666,6.0,0.0,0,1
progress:wipe_desk:d4:skip:m2,wipe_desk,single,4,skip,2,2,66,25,1.36,0.28,1.08,0.32,0.76,2.0,0.0,0,1
progress:wipe_desk:d4:skip:m4,wipe_desk,single,4,skip,4,2,66,23,2.608695652173913,0.34782608695652173,2.2608695652173916,0.34782608695652173,0.7391304347826086,4.0,0.0,0,1
progress:bimanual_handover_item/left:d0:normal:m0,bimanual_handover_item,left,0,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/left:d0:stutter:m3,bimanual_handover_item,left,0,stutter,3,0,31,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_handover_item/left:d0:stutter:m6,bimanual_handover_item,left,0,stutter,6,0,31,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_handover_item/left:d0:skip:m2,bimanual_handover_item,left,0,skip,2,0,31,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/left:d0:skip:m4,bimanual_handover_item,left,0,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:bimanual_handover_item/left:d1:normal:m0,bimanual_handover_item,left,1,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/left:d1:stutter:m3,bimanual_handover_item,left,1,stutter,3,0,31,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_handover_item/left:d1:stutter:m6,bimanual_handover_item,left,1,stutter,6,0,31,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_handover_item/left:d1:skip:m2,bimanual_handover_item,left,1,skip,2,0,31,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/left:d1:skip:m4,bimanual_handover_item,left,1,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:bimanual_handover_item/left:d2:normal:m0,bimanual_handover_item,left,2,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/left:d2:stutter:m3,bimanual_handover_item,left,2,stutter,3,0,31,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_handover_item/left:d2:stutter:m6,bimanual_handover_item,left,2,stutter,6,0,31,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_handover_item/left:d2:skip:m2,bimanual_handover_item,left,2,skip,2,0,31,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/left:d2:skip:m4,bimanual_handover_item,left,2,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:bimanual_handover_item/left:d3:normal:m0,bimanual_handover_item,left,3,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/left:d3:stutter:m3,bimanual_handover_item,left,3,stutter,3,0,31,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_handover_item/left:d3:stutter:m6,bimanual_handover_item,left,3,stutter,6,0,31,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_handover_item/left:d3:skip:m2,bimanual_handover_item,left,3,skip,2,0,31,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/left:d3:skip:m4,bimanual_handover_item,left,3,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:bimanual_handover_item/left:d4:normal:m0,bimanual_handover_item,left,4,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/left:d4:stutter:m3,bimanual_handover_item,left,4,stutter,3,0,31,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_handover_item/left:d4:stutter:m6,bimanual_handover_item,left,4,stutter,6,0,31,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_handover_item/left:d4:skip:m2,bimanual_handover_item,left,4,skip,2,0,31,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/left:d4:skip:m4,bimanual_handover_item,left,4,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,0,1
progress:bimanual_handover_item/right:d0:normal:m0,bimanual_handover_item,right,0,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/right:d0:stutter:m3,bimanual_handover_item,right,0,stutter,3,0,31,30,2.1,0.0,2.1,0.26666666666666666,1.0,3.0,0.0,0,1
progress:bimanual_handover_item/right:d0:stutter:m6,bimanual_handover_item,right,0,stutter,6,0,31,33,4.090909090909091,0.0,4.090909090909091,0.24242424242424243,1.0,6.0,0.0,0,1
progress:bimanual_handover_item/right:d0:skip:m2,bimanual_handover_item,right,0,skip,2,0,31,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/right:d0:skip:m4,bimanual_handover_item,right,0,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,1,1
progress:bimanual_handover_item/right:d1:normal:m0,bimanual_handover_item,right,1,normal,0,0,31,27,0.0,0.1111111111111111,-0.1111111111111111,1.0,0.8888888888888888,0.0,0.0,0,0
progress:bimanual_handover_item/right:d1:stutter:m3,bimanual_handover_item,right,1,stutter,3,0,31,30,2.1,0.2,1.9000000000000001,0.26666666666666666,0.8,3.0,0.0,0,1
progress:bimanual_handover_item/right:d1:stutter:m6,bimanual_handover_item,right,1,stutter,6,0,31,33,4.090909090909091,0.2727272727272727,3.8181818181818183,0.24242424242424243,0.7272727272727273,6.0,0.0,0,1
progress:bimanual_handover_item/right:d1:skip:m2,bimanual_handover_item,right,1,skip,2,0,31,25,1.36,0.12,1.2400000000000002,0.32,0.92,2.0,0.0,1,1
progress:bimanual_handover_item/right:d1:skip:m4,bimanual_handover_item,right,1,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,1,1
progress:bimanual_handover_item/right:d2:normal:m0,bimanual_handover_item,right,2,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/right:d2:stutter:m3,bimanual_handover_item,right,2,stutter,3,0,31,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_handover_item/right:d2:stutter:m6,bimanual_handover_item,right,2,stutter,6,0,31,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_handover_item/right:d2:skip:m2,bimanual_handover_item,right,2,skip,2,0,31,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/right:d2:skip:m4,bimanual_handover_item,right,2,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,1,1
progress:bimanual_handover_item/right:d3:normal:m0,bimanual_handover_item,right,3,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_handover_item/right:d3:stutter:m3,bimanual_handover_item,right,3,stutter,3,0,31,30,2.1,0.06666666666666667,2.033333333333333,0.26666666666666666,0.9333333333333333,3.0,0.0,0,1
progress:bimanual_handover_item/right:d3:stutter:m6,bimanual_handover_item,right,3,stutter,6,0,31,33,4.090909090909091,0.15151515151515152,3.9393939393939394,0.24242424242424243,0.8484848484848485,6.0,0.0,0,1
progress:bimanual_handover_item/right:d3:skip:m2,bimanual_handover_item,right,3,skip,2,0,31,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:bimanual_handover_item/right:d3:skip:m4,bimanual_handover_item,right,3,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,1,1
progress:bimanual_handover_item/right:d4:normal:m0,bimanual_handover_item,right,4,normal,0,0,31,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18,0
progress:bimanual_handover_item/right:d4:stutter:m3,bimanual_handover_item,right,4,stutter,3,0,31,30,2.1,0.0,2.1,0.26666666666666666,1.0,3.0,0.0,18,1
progress:bimanual_handover_item/right:d4:stutter:m6,bimanual_handover_item,right,4,stutter,6,0,31,33,4.090909090909091,0.0,4.090909090909091,0.24242424242424243,1.0,6.0,0.0,18,1
progress:bimanual_handover_item/right:d4:skip:m2,bimanual_handover_item,right,4,skip,2,0,31,25,1.36,0.08,1.28,0.32,0.96,2.0,0.0,19,1
progress:bimanual_handover_item/right:d4:skip:m4,bimanual_handover_item,right,4,skip,4,0,31,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,17,1
progress:bimanual_lift_tray/left:d0:normal:m0,bimanual_lift_tray,left,0,normal,0,0,26,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
progress:bimanual_lift_tray/left:d0:stutter:m3,bimanual_lift_tray,left,0,stutter,3,0,26,30,2.1,0.1,2.0,0.26666666666666666,0.9,3.0,0.0,0,1
progress:bimanual_lift_tray/left:d0:stutter:m6,bimanual_lift_tray,left,0,stutter,6,0,26,33,4.090909090909091,0.18181818181818182,3.909090909090909,0.24242424242424243,0.8181818181818182,6.0,0.0,0,1
progress:bimanual_lift_tray/left:d0:skip:m2,bimanual_lift_tray,left,0,skip,2,0,26,25,1.36,0.04,1.32,0.32,0.96,2.0,0.0,0,1
progress:bimanual_lift_tray/left:d0:skip:m4,bimanual_lift_tray,left,0,skip,4,0,26,23,2.608695652173913,0.17391304347826086,2.4347826086956523,0.34782608695652173,0.9565217391304348,4.0,0.0,1,1
progress:bimanual_lift_tray/left:d1:normal:m0,bimanual_lift_tray,left,1,normal,0,0,26,27,0.0,0.8888888888888888,-0.8888888888888888,1.0,0.1111111111111111,0.0,1.0,0,0
progress:bimanual_lift_tray/left:d1:stutter:m3,bimanual_lift_tray,left,1,stutter,3,0,26,30,2.1,0.9,1.2000000000000002,0.26666666666666666,0.1,3.0,1.0,0,1
progress:bimanual_lift_tray/left:d1:stutter:m6,bimanual_lift_tray,left,1,stutter,6,0,26,33,4.090909090909091,0.9090909090909091,3.1818181818181817,0.24242424242424243,0.09090909090909091,6.0,1.0,0,1
